 NFLX,   168.91
    V,   102.40
   MA,   131.57
  STM,    16.87
 AAPL,   161.35
 MSFT,    73.26
 CSCO,    32.04
 TSLA,   362.59
 GOOD,    20.88
   FB,   170.63
 BABA,   156.33
 AMZN,   983.72
 SWIR,    22.65
 BIDU,   225.86
 GOOG,   921.89
 NFLX,   168.80
    V,   102.38
   MA,   131.57
  STM,    16.87
 AAPL,   161.32
 MSFT,    73.24
 CSCO,    32.03
 TSLA,   362.50
 GOOD,    20.88
   FB,   170.59
 BABA,   156.25
 AMZN,   983.72
 SWIR,    22.65
 BIDU,   225.86
 GOOG,   921.89
 NFLX,   168.74
    V,   102.38
   MA,   131.57
  STM,    16.87
 AAPL,   161.32
 MSFT,    73.25
 CSCO,    32.03
 TSLA,   362.44
 GOOD,    20.88
   FB,   170.58
 BABA,   156.30
 AMZN,   983.72
 SWIR,    22.65
 BIDU,   225.74
 GOOG,   921.89
 NFLX,   168.67
    V,   102.37
   MA,   131.57
  STM,    16.87
 AAPL,   161.39
 MSFT,    73.26
 CSCO,    32.03
 TSLA,   362.44
 GOOD,    20.88
   FB,   170.60
 BABA,   156.30
 AMZN,   983.72
 SWIR,    22.65
 BIDU,   225.65
 GOOG,   921.69
 NFLX,   168.83
    V,   102.37
   MA,   131.58
  STM,    16.86
 AAPL,   161.36
 MSFT,    73.26
 CSCO,    32.03
 TSLA,   362.52
 GOOD,    20.88
   FB,   170.60
 BABA,   156.38
 AMZN,   983.48
 SWIR,    22.65
 BIDU,   225.69
 GOOG,   921.69
 NFLX,   168.71
    V,   102.36
   MA,   131.56
  STM,    16.86
 AAPL,   161.36
 MSFT,    73.25
 CSCO,    32.03
 TSLA,   362.54
 GOOD,    20.85
   FB,   170.56
 BABA,   156.34
 AMZN,   983.41
 SWIR,    22.65
 BIDU,   225.66
 GOOG,   921.98
 NFLX,   168.58
    V,   102.37
   MA,   131.56
  STM,    16.85
 AAPL,   161.36
 MSFT,    73.25
 CSCO,    32.01
 TSLA,   362.54
 GOOD,    20.84
   FB,   170.61
 BABA,   156.35
 AMZN,   983.36
 SWIR,    22.65
 BIDU,   225.69
 GOOG,   921.98
 NFLX,   168.73
    V,   102.38
   MA,   131.56
  STM,    16.85
 AAPL,   161.42
 MSFT,    73.26
 CSCO,    32.03
 TSLA,   362.61
 GOOD,    20.84
   FB,   170.63
 BABA,   156.40
 AMZN,   983.57
 SWIR,    22.65
 BIDU,   225.75
 GOOG,   922.11
 NFLX,   168.75
    V,   102.40
   MA,   131.61
  STM,    16.86
 AAPL,   161.47
 MSFT,    73.29
 CSCO,    32.01
 TSLA,   362.80
 GOOD,    20.84
   FB,   170.69
 BABA,   156.42
 AMZN,   984.05
 SWIR,    22.65
 BIDU,   225.92
 GOOG,   922.16
 NFLX,   168.77
    V,   102.42
   MA,   131.66
  STM,    16.85
 AAPL,   161.34
 MSFT,    73.28
 CSCO,    32.01
 TSLA,   362.74
 GOOD,    20.84
   FB,   170.62
 BABA,   156.40
 AMZN,   983.89
 SWIR,    22.65
 BIDU,   225.89
 GOOG,   922.08
 NFLX,   168.65
    V,   102.40
   MA,   131.62
  STM,    16.85
 AAPL,   161.33
 MSFT,    73.29
 CSCO,    32.01
 TSLA,   362.74
 GOOD,    20.84
   FB,   170.62
 BABA,   156.39
 AMZN,   983.89
 SWIR,    22.68
 BIDU,   225.87
 GOOG,   922.08
 NFLX,   168.45
    V,   102.39
   MA,   131.63
  STM,    16.86
 AAPL,   161.36
 MSFT,    73.29
 CSCO,    32.01
 TSLA,   362.74
 GOOD,    20.84
   FB,   170.62
 BABA,   156.34
 AMZN,   983.65
 SWIR,    22.68
 BIDU,   225.78
 GOOG,   922.49
 NFLX,   168.59
    V,   102.36
   MA,   131.60
  STM,    16.86
 AAPL,   161.41
 MSFT,    73.29
 CSCO,    32.01
 TSLA,   362.72
 GOOD,    20.84
   FB,   170.58
 BABA,   156.24
 AMZN,   983.53
 SWIR,    22.68
 BIDU,   225.78
 GOOG,   922.23
 NFLX,   168.63
    V,   102.36
   MA,   131.59
  STM,    16.86
 AAPL,   161.43
 MSFT,    73.29
 CSCO,    32.00
 TSLA,   362.65
 GOOD,    20.84
   FB,   170.55
 BABA,   156.25
 AMZN,   983.45
 SWIR,    22.62
 BIDU,   225.71
 GOOG,   921.79
 NFLX,   168.67
    V,   102.34
   MA,   131.59
  STM,    16.87
 AAPL,   161.42
 MSFT,    73.26
 CSCO,    31.99
 TSLA,   362.46
 GOOD,    20.84
   FB,   170.54
 BABA,   156.15
 AMZN,   983.46
 SWIR,    22.62
 BIDU,   225.57
 GOOG,   921.65
 NFLX,   168.66
    V,   102.32
   MA,   131.50
  STM,    16.88
 AAPL,   161.42
 MSFT,    73.26
 CSCO,    32.00
 TSLA,   362.46
 GOOD,    20.84
   FB,   170.54
 BABA,   156.22
 AMZN,   983.28
 SWIR,    22.62
 BIDU,   225.48
 GOOG,   921.65
 NFLX,   168.62
    V,   102.33
   MA,   131.50
  STM,    16.88
 AAPL,   161.37
 MSFT,    73.26
 CSCO,    32.01
 TSLA,   362.52
 GOOD,    20.84
   FB,   170.54
 BABA,   156.25
 AMZN,   983.43
 SWIR,    22.65
 BIDU,   225.56
 GOOG,   921.37
 NFLX,   168.62
    V,   102.33
   MA,   131.51
  STM,    16.88
 AAPL,   161.43
 MSFT,    73.28
 CSCO,    32.00
 TSLA,   362.59
 GOOD,    20.84
   FB,   170.55
 BABA,   156.33
 AMZN,   983.95
 SWIR,    22.65
 BIDU,   225.61
 GOOG,   921.63
 NFLX,   168.59
    V,   102.34
   MA,   131.52
  STM,    16.88
 AAPL,   161.41
 MSFT,    73.27
 CSCO,    32.00
 TSLA,   362.46
 GOOD,    20.84
   FB,   170.50
 BABA,   156.35
 AMZN,   983.58
 SWIR,    22.64
 BIDU,   225.61
 GOOG,   921.65
 NFLX,   168.56
    V,   102.34
   MA,   131.53
  STM,    16.89
 AAPL,   161.45
 MSFT,    73.27
 CSCO,    32.01
 TSLA,   362.69
 GOOD,    20.84
   FB,   170.51
 BABA,   156.33
 AMZN,   983.31
 SWIR,    22.64
 BIDU,   225.61
 GOOG,   921.63
 NFLX,   168.50
    V,   102.36
   MA,   131.54
  STM,    16.89
 AAPL,   161.40
 MSFT,    73.28
 CSCO,    32.01
 TSLA,   362.51
 GOOD,    20.84
   FB,   170.49
 BABA,   156.23
 AMZN,   983.31
 SWIR,    22.64
 BIDU,   225.61
 GOOG,   921.63
 NFLX,   168.57
    V,   102.34
   MA,   131.55
  STM,    16.89
 AAPL,   161.40
 MSFT,    73.29
 CSCO,    32.00
 TSLA,   362.56
 GOOD,    20.84
   FB,   170.50
 BABA,   156.27
 AMZN,   983.31
 SWIR,    22.64
 BIDU,   225.61
 GOOG,   921.63
 NFLX,   168.57
    V,   102.34
   MA,   131.53
  STM,    16.89
 AAPL,   161.43
 MSFT,    73.30
 CSCO,    32.02
 TSLA,   362.59
 GOOD,    20.84
   FB,   170.54
 BABA,   156.25
 AMZN,   983.43
 SWIR,    22.60
 BIDU,   225.64
 GOOG,   921.59
 NFLX,   168.60
    V,   102.35
   MA,   131.53
  STM,    16.89
 AAPL,   161.40
 MSFT,    73.29
 CSCO,    32.01
 TSLA,   362.51
 GOOD,    20.84
   FB,   170.49
 BABA,   156.20
 AMZN,   983.43
 SWIR,    22.60
 BIDU,   225.64
 GOOG,   921.59
 NFLX,   168.59
    V,   102.36
   MA,   131.53
  STM,    16.89
 AAPL,   161.40
 MSFT,    73.30
 CSCO,    32.01
 TSLA,   362.63
 GOOD,    20.84
   FB,   170.51
 BABA,   156.22
 AMZN,   983.68
 SWIR,    22.62
 BIDU,   225.64
 GOOG,   921.63
 NFLX,   168.51
    V,   102.38
   MA,   131.53
  STM,    16.89
 AAPL,   161.39
 MSFT,    73.30
 CSCO,    32.03
 TSLA,   362.67
 GOOD,    20.84
   FB,   170.51
 BABA,   156.24
 AMZN,   983.83
 SWIR,    22.60
 BIDU,   225.64
 GOOG,   921.63
 NFLX,   168.51
    V,   102.39
   MA,   131.53
  STM,    16.89
 AAPL,   161.35
 MSFT,    73.30
 CSCO,    32.03
 TSLA,   362.68
 GOOD,    20.84
   FB,   170.49
 BABA,   156.19
 AMZN,   983.89
 SWIR,    22.60
 BIDU,   225.79
 GOOG,   921.63
 NFLX,   168.52
    V,   102.38
   MA,   131.55
  STM,    16.88
 AAPL,   161.35
 MSFT,    73.31
 CSCO,    32.03
 TSLA,   362.83
 GOOD,    20.84
   FB,   170.50
 BABA,   156.22
 AMZN,   983.89
 SWIR,    22.60
 BIDU,   225.88
 GOOG,   921.63
 NFLX,   168.49
    V,   102.39
   MA,   131.55
  STM,    16.88
 AAPL,   161.35
 MSFT,    73.31
 CSCO,    32.03
 TSLA,   362.83
 GOOD,    20.84
   FB,   170.54
 BABA,   156.25
 AMZN,   984.00
 SWIR,    22.60
 BIDU,   225.76
 GOOG,   922.03
 NFLX,   168.57
    V,   102.40
   MA,   131.55
  STM,    16.89
 AAPL,   161.37
 MSFT,    73.31
 CSCO,    32.03
 TSLA,   362.82
 GOOD,    20.84
   FB,   170.60
 BABA,   156.29
 AMZN,   984.00
 SWIR,    22.60
 BIDU,   225.93
 GOOG,   922.00
 NFLX,   168.65
    V,   102.40
   MA,   131.59
  STM,    16.89
 AAPL,   161.46
 MSFT,    73.32
 CSCO,    32.04
 TSLA,   363.13
 GOOD,    20.84
   FB,   170.72
 BABA,   156.35
 AMZN,   984.59
 SWIR,    22.60
 BIDU,   225.85
 GOOG,   922.00
 NFLX,   168.76
    V,   102.42
   MA,   131.61
  STM,    16.90
 AAPL,   161.45
 MSFT,    73.31
 CSCO,    32.04
 TSLA,   363.15
 GOOD,    20.84
   FB,   170.67
 BABA,   156.38
 AMZN,   984.00
 SWIR,    22.60
 BIDU,   225.85
 GOOG,   922.16
 NFLX,   168.78
    V,   102.42
   MA,   131.65
  STM,    16.90
 AAPL,   161.41
 MSFT,    73.31
 CSCO,    32.04
 TSLA,   363.09
 GOOD,    20.84
   FB,   170.66
 BABA,   156.32
 AMZN,   983.81
 SWIR,    22.60
 BIDU,   225.95
 GOOG,   922.16
 NFLX,   168.67
    V,   102.41
   MA,   131.65
  STM,    16.89
 AAPL,   161.44
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   363.09
 GOOD,    20.84
   FB,   170.66
 BABA,   156.38
 AMZN,   983.81
 SWIR,    22.60
 BIDU,   225.65
 GOOG,   922.31
 NFLX,   168.66
    V,   102.41
   MA,   131.58
  STM,    16.89
 AAPL,   161.43
 MSFT,    73.32
 CSCO,    32.04
 TSLA,   362.97
 GOOD,    20.84
   FB,   170.63
 BABA,   156.37
 AMZN,   983.76
 SWIR,    22.60
 BIDU,   225.73
 GOOG,   921.87
 NFLX,   168.64
    V,   102.41
   MA,   131.55
  STM,    16.89
 AAPL,   161.43
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   362.90
 GOOD,    20.84
   FB,   170.63
 BABA,   156.42
 AMZN,   983.55
 SWIR,    22.60
 BIDU,   225.77
 GOOG,   921.87
 NFLX,   168.65
    V,   102.40
   MA,   131.55
  STM,    16.90
 AAPL,   161.46
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   362.85
 GOOD,    20.84
   FB,   170.62
 BABA,   156.41
 AMZN,   983.78
 SWIR,    22.65
 BIDU,   225.74
 GOOG,   921.87
 NFLX,   168.71
    V,   102.41
   MA,   131.54
  STM,    16.90
 AAPL,   161.50
 MSFT,    73.32
 CSCO,    32.06
 TSLA,   362.92
 GOOD,    20.84
   FB,   170.59
 BABA,   156.30
 AMZN,   983.78
 SWIR,    22.65
 BIDU,   225.65
 GOOG,   921.87
 NFLX,   168.66
    V,   102.41
   MA,   131.53
  STM,    16.91
 AAPL,   161.48
 MSFT,    73.30
 CSCO,    32.06
 TSLA,   362.84
 GOOD,    20.84
   FB,   170.58
 BABA,   156.32
 AMZN,   983.62
 SWIR,    22.65
 BIDU,   225.65
 GOOG,   921.87
 NFLX,   168.64
    V,   102.40
   MA,   131.53
  STM,    16.91
 AAPL,   161.49
 MSFT,    73.30
 CSCO,    32.06
 TSLA,   363.04
 GOOD,    20.82
   FB,   170.59
 BABA,   156.31
 AMZN,   983.79
 SWIR,    22.60
 BIDU,   225.65
 GOOG,   921.87
 NFLX,   168.67
    V,   102.39
   MA,   131.49
  STM,    16.91
 AAPL,   161.50
 MSFT,    73.32
 CSCO,    32.06
 TSLA,   363.04
 GOOD,    20.82
   FB,   170.59
 BABA,   156.36
 AMZN,   983.79
 SWIR,    22.60
 BIDU,   225.65
 GOOG,   921.87
 NFLX,   168.65
    V,   102.37
   MA,   131.51
  STM,    16.91
 AAPL,   161.50
 MSFT,    73.32
 CSCO,    32.06
 TSLA,   363.08
 GOOD,    20.82
   FB,   170.65
 BABA,   156.45
 AMZN,   983.71
 SWIR,    22.60
 BIDU,   225.65
 GOOG,   922.21
 NFLX,   168.75
    V,   102.39
   MA,   131.51
  STM,    16.91
 AAPL,   161.52
 MSFT,    73.34
 CSCO,    32.06
 TSLA,   363.28
 GOOD,    20.82
   FB,   170.66
 BABA,   156.43
 AMZN,   983.96
 SWIR,    22.65
 BIDU,   225.66
 GOOG,   922.21
 NFLX,   168.89
    V,   102.41
   MA,   131.58
  STM,    16.91
 AAPL,   161.54
 MSFT,    73.34
 CSCO,    32.07
 TSLA,   363.15
 GOOD,    20.82
   FB,   170.69
 BABA,   156.40
 AMZN,   983.83
 SWIR,    22.65
 BIDU,   225.74
 GOOG,   922.21
 NFLX,   169.07
    V,   102.43
   MA,   131.58
  STM,    16.92
 AAPL,   161.51
 MSFT,    73.35
 CSCO,    32.06
 TSLA,   363.24
 GOOD,    20.82
   FB,   170.68
 BABA,   156.41
 AMZN,   984.08
 SWIR,    22.65
 BIDU,   225.78
 GOOG,   922.50
 NFLX,   169.20
    V,   102.43
   MA,   131.62
  STM,    16.91
 AAPL,   161.50
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   363.00
 GOOD,    20.82
   FB,   170.67
 BABA,   156.45
 AMZN,   984.08
 SWIR,    22.65
 BIDU,   225.74
 GOOG,   922.45
 NFLX,   169.18
    V,   102.42
   MA,   131.58
  STM,    16.91
 AAPL,   161.54
 MSFT,    73.33
 CSCO,    32.05
 TSLA,   363.00
 GOOD,    20.82
   FB,   170.70
 BABA,   156.45
 AMZN,   983.60
 SWIR,    22.65
 BIDU,   225.74
 GOOG,   922.45
 NFLX,   169.32
    V,   102.42
   MA,   131.58
  STM,    16.92
 AAPL,   161.54
 MSFT,    73.34
 CSCO,    32.05
 TSLA,   363.10
 GOOD,    20.82
   FB,   170.72
 BABA,   156.45
 AMZN,   984.20
 SWIR,    22.65
 BIDU,   225.82
 GOOG,   922.45
 NFLX,   169.41
    V,   102.42
   MA,   131.58
  STM,    16.92
 AAPL,   161.55
 MSFT,    73.33
 CSCO,    32.06
 TSLA,   363.11
 GOOD,    20.82
   FB,   170.71
 BABA,   156.47
 AMZN,   983.78
 SWIR,    22.65
 BIDU,   225.82
 GOOG,   922.26
 NFLX,   169.60
    V,   102.42
   MA,   131.58
  STM,    16.92
 AAPL,   161.57
 MSFT,    73.33
 CSCO,    32.05
 TSLA,   363.11
 GOOD,    20.82
   FB,   170.71
 BABA,   156.51
 AMZN,   983.78
 SWIR,    22.65
 BIDU,   225.73
 GOOG,   922.26
 NFLX,   169.57
    V,   102.41
   MA,   131.58
  STM,    16.92
 AAPL,   161.56
 MSFT,    73.35
 CSCO,    32.06
 TSLA,   363.10
 GOOD,    20.82
   FB,   170.75
 BABA,   156.50
 AMZN,   983.95
 SWIR,    22.65
 BIDU,   225.66
 GOOG,   922.03
 NFLX,   169.44
    V,   102.42
   MA,   131.57
  STM,    16.92
 AAPL,   161.61
 MSFT,    73.35
 CSCO,    32.05
 TSLA,   363.15
 GOOD,    20.82
   FB,   170.78
 BABA,   156.50
 AMZN,   984.05
 SWIR,    22.65
 BIDU,   225.64
 GOOG,   922.03
 NFLX,   169.56
    V,   102.42
   MA,   131.57
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.35
 CSCO,    32.05
 TSLA,   363.20
 GOOD,    20.83
   FB,   170.78
 BABA,   156.54
 AMZN,   984.31
 SWIR,    22.65
 BIDU,   225.64
 GOOG,   922.03
 NFLX,   169.55
    V,   102.43
   MA,   131.57
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.36
 CSCO,    32.06
 TSLA,   363.30
 GOOD,    20.83
   FB,   170.78
 BABA,   156.56
 AMZN,   984.20
 SWIR,    22.65
 BIDU,   225.62
 GOOG,   922.03
 NFLX,   169.60
    V,   102.44
   MA,   131.57
  STM,    16.91
 AAPL,   161.57
 MSFT,    73.35
 CSCO,    32.05
 TSLA,   363.41
 GOOD,    20.83
   FB,   170.80
 BABA,   156.59
 AMZN,   984.04
 SWIR,    22.65
 BIDU,   225.61
 GOOG,   922.03
 NFLX,   169.43
    V,   102.42
   MA,   131.55
  STM,    16.92
 AAPL,   161.63
 MSFT,    73.35
 CSCO,    32.05
 TSLA,   363.50
 GOOD,    20.83
   FB,   170.79
 BABA,   156.44
 AMZN,   984.04
 SWIR,    22.65
 BIDU,   225.59
 GOOG,   922.03
 NFLX,   169.46
    V,   102.43
   MA,   131.58
  STM,    16.91
 AAPL,   161.61
 MSFT,    73.35
 CSCO,    32.07
 TSLA,   363.89
 GOOD,    20.83
   FB,   170.80
 BABA,   156.50
 AMZN,   983.87
 SWIR,    22.67
 BIDU,   225.59
 GOOG,   922.04
 NFLX,   169.47
    V,   102.44
   MA,   131.59
  STM,    16.92
 AAPL,   161.61
 MSFT,    73.34
 CSCO,    32.06
 TSLA,   363.67
 GOOD,    20.83
   FB,   170.86
 BABA,   156.50
 AMZN,   983.89
 SWIR,    22.67
 BIDU,   225.77
 GOOG,   922.04
 NFLX,   169.44
    V,   102.43
   MA,   131.58
  STM,    16.92
 AAPL,   161.63
 MSFT,    73.34
 CSCO,    32.06
 TSLA,   363.73
 GOOD,    20.83
   FB,   170.92
 BABA,   156.55
 AMZN,   983.98
 SWIR,    22.67
 BIDU,   225.64
 GOOG,   922.07
 NFLX,   169.57
    V,   102.44
   MA,   131.59
  STM,    16.92
 AAPL,   161.65
 MSFT,    73.35
 CSCO,    32.07
 TSLA,   363.84
 GOOD,    20.84
   FB,   170.94
 BABA,   156.60
 AMZN,   984.16
 SWIR,    22.65
 BIDU,   225.73
 GOOG,   922.07
 NFLX,   169.55
    V,   102.44
   MA,   131.59
  STM,    16.92
 AAPL,   161.59
 MSFT,    73.33
 CSCO,    32.06
 TSLA,   363.82
 GOOD,    20.84
   FB,   170.89
 BABA,   156.51
 AMZN,   984.07
 SWIR,    22.70
 BIDU,   225.70
 GOOG,   922.04
 NFLX,   169.61
    V,   102.43
   MA,   131.59
  STM,    16.92
 AAPL,   161.58
 MSFT,    73.32
 CSCO,    32.08
 TSLA,   363.73
 GOOD,    20.84
   FB,   170.87
 BABA,   156.51
 AMZN,   984.05
 SWIR,    22.70
 BIDU,   225.69
 GOOG,   922.04
 NFLX,   169.55
    V,   102.44
   MA,   131.57
  STM,    16.92
 AAPL,   161.57
 MSFT,    73.31
 CSCO,    32.08
 TSLA,   363.70
 GOOD,    20.84
   FB,   170.82
 BABA,   156.53
 AMZN,   983.87
 SWIR,    22.70
 BIDU,   225.69
 GOOG,   922.04
 NFLX,   169.43
    V,   102.44
   MA,   131.57
  STM,    16.91
 AAPL,   161.59
 MSFT,    73.30
 CSCO,    32.08
 TSLA,   364.06
 GOOD,    20.84
   FB,   170.84
 BABA,   156.56
 AMZN,   984.72
 SWIR,    22.70
 BIDU,   225.61
 GOOG,   921.84
 NFLX,   169.53
    V,   102.44
   MA,   131.57
  STM,    16.91
 AAPL,   161.64
 MSFT,    73.32
 CSCO,    32.08
 TSLA,   364.27
 GOOD,    20.84
   FB,   170.85
 BABA,   156.60
 AMZN,   985.00
 SWIR,    22.70
 BIDU,   225.68
 GOOG,   922.00
 NFLX,   169.50
    V,   102.44
   MA,   131.56
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.31
 CSCO,    32.06
 TSLA,   364.20
 GOOD,    20.84
   FB,   170.88
 BABA,   156.43
 AMZN,   985.05
 SWIR,    22.70
 BIDU,   225.70
 GOOG,   922.00
 NFLX,   169.52
    V,   102.45
   MA,   131.56
  STM,    16.91
 AAPL,   161.63
 MSFT,    73.32
 CSCO,    32.06
 TSLA,   364.27
 GOOD,    20.84
   FB,   170.94
 BABA,   156.35
 AMZN,   985.05
 SWIR,    22.70
 BIDU,   225.70
 GOOG,   922.00
 NFLX,   169.46
    V,   102.46
   MA,   131.58
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.32
 CSCO,    32.06
 TSLA,   364.11
 GOOD,    20.84
   FB,   170.95
 BABA,   156.39
 AMZN,   985.05
 SWIR,    22.70
 BIDU,   225.65
 GOOG,   922.00
 NFLX,   169.46
    V,   102.49
   MA,   131.60
  STM,    16.91
 AAPL,   161.60
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   364.08
 GOOD,    20.84
   FB,   170.95
 BABA,   156.38
 AMZN,   985.05
 SWIR,    22.70
 BIDU,   225.65
 GOOG,   922.00
 NFLX,   169.45
    V,   102.50
   MA,   131.62
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.33
 CSCO,    32.04
 TSLA,   364.16
 GOOD,    20.84
   FB,   171.00
 BABA,   156.42
 AMZN,   984.52
 SWIR,    22.70
 BIDU,   225.73
 GOOG,   922.02
 NFLX,   169.42
    V,   102.49
   MA,   131.61
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.33
 CSCO,    32.06
 TSLA,   364.13
 GOOD,    20.84
   FB,   171.04
 BABA,   156.40
 AMZN,   984.77
 SWIR,    22.65
 BIDU,   225.73
 GOOG,   922.02
 NFLX,   169.39
    V,   102.49
   MA,   131.61
  STM,    16.90
 AAPL,   161.62
 MSFT,    73.32
 CSCO,    32.05
 TSLA,   364.02
 GOOD,    20.84
   FB,   171.06
 BABA,   156.43
 AMZN,   984.75
 SWIR,    22.65
 BIDU,   225.73
 GOOG,   922.02
 NFLX,   169.36
    V,   102.49
   MA,   131.60
  STM,    16.91
 AAPL,   161.62
 MSFT,    73.33
 CSCO,    32.04
 TSLA,   364.09
 GOOD,    20.84
   FB,   171.08
 BABA,   156.41
 AMZN,   984.41
 SWIR,    22.65
 BIDU,   225.62
 GOOG,   922.02
 NFLX,   169.43
    V,   102.49
   MA,   131.60
  STM,    16.91
 AAPL,   161.60
 MSFT,    73.32
 CSCO,    32.03
 TSLA,   363.68
 GOOD,    20.84
   FB,   171.02
 BABA,   156.38
 AMZN,   984.33
 SWIR,    22.65
 BIDU,   225.72
 GOOG,   921.96
 NFLX,   169.24
    V,   102.48
   MA,   131.57
  STM,    16.91
 AAPL,   161.58
 MSFT,    73.31
 CSCO,    32.03
 TSLA,   363.68
 GOOD,    20.81
   FB,   171.04
 BABA,   156.38
 AMZN,   984.33
 SWIR,    22.65
 BIDU,   225.73
 GOOG,   921.96
 NFLX,   169.45
    V,   102.48
   MA,   131.57
  STM,    16.91
 AAPL,   161.59
 MSFT,    73.31
 CSCO,    32.04
 TSLA,   363.68
 GOOD,    20.81
   FB,   171.04
 BABA,   156.39
 AMZN,   984.08
 SWIR,    22.55
 BIDU,   225.70
 GOOG,   922.23
 NFLX,   169.53
    V,   102.48
   MA,   131.56
  STM,    16.91
 AAPL,   161.59
 MSFT,    73
